[16:48:39.314] "7.799999999999988	22.94867572242132	-154.10264855515737"
[16:48:39.335] "7.899999999999988	20.9844987624312	-158.0310024751376"
[16:48:39.351] "7.999999999999988	19.0983005625055	-161.803398874989"
[16:48:39.363] "8.099999999999987	17.291942572544063	-165.41611485491188"
[16:48:39.374] "8.199999999999987	15.567207449798703	-168.8655851004026"
[16:48:39.386] "8.299999999999986	13.925797299605847	-172.1484054007883"
[16:48:39.397] "8.399999999999986	12.369331995613852	-175.2613360087723"
[16:48:39.420] "8.499999999999986	10.899347581163422	-178.20130483767315"
[16:48:39.435] "8.599999999999985	9.517294753398254	-180.9654104932035"
[16:48:39.448] "8.699999999999985	8.224537431602085	-183.55092513679583"
[16:48:39.458] "8.799999999999985	7.022351411175043	-185.95529717764992"
[16:48:39.470] "8.899999999999984	5.911923104577621	-188.17615379084475"
[16:48:39.481] "8.999999999999984	4.894348370484803	-190.2113032590304"
[16:48:39.504] "9.099999999999984	3.970631432305838	-192.05873713538833"
[16:48:39.519] "9.199999999999983	3.1416838871370256	-193.71663222572596"
[16:48:39.531] "9.299999999999983	2.4083238061253787	-195.18335238774924"
[16:48:39.542] "9.399999999999983	1.771274927131239	-196.4574501457375"
[16:48:39.554] "9.499999999999982	1.2311659404863229	-197.53766811902736"
[16:48:39.565] "9.599999999999982	0.7885298685522901	-198.42294026289542"
[16:48:39.588] "9.699999999999982	0.4438035396920559	-199.1123929206159"
[16:48:39.603] "9.799999999999981	0.1973271571728774	-199.60534568565424"
[16:48:39.615] "9.89999999999998	0.0493439634268622	-199.90131207314627"
[16:48:39.626] "9.99999999999998	0	-200"
[16:48:39.636] "10.09999999999998	0.049343963426828896	-199.90131207314633"
[16:48:39.647] "10.19999999999998	0.1973271571727997	-199.6053456856544"
[16:48:39.673] "10.29999999999998	0.44380353969193376	-199.11239292061614"
[16:48:39.692] "10.399999999999979	0.7885298685521347	-198.42294026289574"
[16:48:39.703] "10.499999999999979	1.231165940486123	-197.53766811902776"
[16:48:39.715] "10.599999999999978	1.7712749271310058	-196.457450145738"
[16:48:39.725] "10.699999999999978	2.408323806125101	-195.1833523877498"
[16:48:39.736] "10.799999999999978	3.1416838871367037	-193.71663222572658"
[16:48:39.760] "10.899999999999977	3.9706314323054936	-192.058737135389"
[16:48:39.780] "10.999999999999977	4.894348370484414	-190.21130325903118"
[16:48:39.790] "11.099999999999977	5.911923104577199	-188.1761537908456"
[16:48:39.803] "11.199999999999976	7.022351411174577	-185.95529717765083"
[16:48:39.813] "11.299999999999976	8.224537431601576	-183.55092513679685"
[16:48:39.823] "11.399999999999975	9.51729475339771	-180.9654104932046"
[16:48:39.865] "11.499999999999975	10.899347581162843	-178.20130483767431"
[16:48:39.879] "11.599999999999975	12.369331995613264	-175.26133600877347"
[16:48:39.889] "11.699999999999974	13.925797299605225	-172.14840540078956"
[16:48:39.902] "11.799999999999974	15.567207449798047	-168.8655851004039"
[16:48:39.913] "11.899999999999974	17.29194257254334	-165.41611485491333"
[16:48:39.948] "11.999999999999973	19.098300562504754	-161.80339887499048"
[16:48:39.961] "12.099999999999973	20.984498762430427	-158.03100247513916"
[16:48:39.972] "12.199999999999973	22.948675722420507	-154.102648555159"
[16:48:39.982] "12.299999999999972	24.988893036953474	-150.02221392609306"
[16:48:39.992] "12.399999999999972	27.103137257858243	-145.7937254842835"
[16:48:40.033] "12.499999999999972	29.28932188134461	-141.4213562373108"
[16:48:40.047] "12.599999999999971	31.54528940713046	-136.90942118573906"
[16:48:40.057] "12.69999999999997	33.868813467634105	-132.26237306473178"
[16:48:40.069] "12.79999999999997	36.25760102513029	-127.48479794973942"
[16:48:40.080] "12.89999999999997	38.709294634701585	-122.58141073059683"
[16:48:40.090] "12.99999999999997	41.22147477075189	-117.55705045849622"
[16:48:40.135] "13.09999999999997	43.79166221478611	-112.41667557042778"
[16:48:40.146] "13.199999999999969	46.41732050209947	-107.16535899580106"
[16:48:40.157] "13.299999999999969	49.095858424962046	-101.80828315007591"
[16:48:40.170] "13.399999999999968	51.824632589827615	-96.35073482034477"
[16:48:40.181] "13.499999999999968	54.60095002604444	-90.79809994791113"
[16:48:40.192] "13.599999999999968	57.422070843491824	-85.15585831301637"
[16:48:40.230] "13.699999999999967	60.285210936521	-79.429578126958"
[16:48:40.246] "13.799999999999967	63.18754473153123	-73.62491053693753"
[16:48:40.257] "13.899999999999967	66.12620797546987	-67.74758404906028"
[16:48:40.269] "13.999999999999966	69.09830056250424	-61.803398874991544"
[16:48:40.279] "14.099999999999966	72.10088939607601	-55.798221207847966"
[16:48:40.313] "14.199999999999966	75.13101128351344	-49.737977432973125"
[16:48:40.331] "14.299999999999965	78.18567586034465	-43.62864827931073"
[16:48:40.342] "14.399999999999965	81.26186854142641	-37.476262917147196"
[16:48:40.354] "14.499999999999964	84.35655349597575	-31.286893008048487"
[16:48:40.365] "14.599999999999964	87.46667664356849	-25.066646712863033"
[16:48:40.375] "14.699999999999964	90.58916866814745	-18.821662663705094"
[16:48:40.423] "14.799999999999963	93.72094804706754	-12.558103905864945"
[16:48:40.433] "14.899999999999963	96.85892409218602	-6.282151815627968"
[16:48:40.445] "14.999999999999963	99.99999999999882	-2.346003295194746e-12"
[16:48:40.455] "15.099999999999962	96.85892409218836	6.282151815623278"
[16:48:40.465] "15.199999999999962	93.72094804706987	12.558103905860262"
[16:48:40.477] "15.299999999999962	90.5891686681498	18.821662663700423"
[16:48:40.488] "15.399999999999961	87.4666766435708	25.066646712858383"
[16:48:40.518] "15.499999999999961	84.35655349597816	31.28689300804368"
[16:48:40.534] "15.59999999999996	81.2618685414288	37.476262917142414"
[16:48:40.569] "15.69999999999996	78.18567586034702	43.62864827930598"
[16:48:40.580] "15.79999999999996	75.1310112835158	49.73797743296841"
[16:48:40.596] "15.89999999999996	72.10088939607834	55.79822120784329"
[16:48:40.607] "15.99999999999996	69.09830056250645	61.80339887498708"
[16:48:40.623] "16.09999999999996	66.12620797547206	67.74758404905586"
[16:48:40.673] "16.19999999999996	63.18754473153341	73.62491053693317"
[16:48:40.704] "16.29999999999996	60.28521093652306	79.42957812695387"
[16:48:40.722] "16.399999999999963	57.42207084349378	85.15585831301243"
[16:48:40.757] "16.499999999999964	54.60095002604637	90.79809994790726"
[16:48:40.802] "16.599999999999966	51.824632589829434	96.35073482034112"
[16:48:40.822] "16.699999999999967	49.09585842496376	101.80828315007248"
[16:48:40.836] "16.79999999999997	46.417320502101155	107.16535899579769"
[16:48:40.847] "16.89999999999997	43.79166221478775	112.4166755704245"
[16:48:40.887] "16.99999999999997	41.22147477075342	117.55705045849317"
[16:48:40.913] "17.099999999999973	38.70929463470302	122.58141073059396"
[16:48:40.941] "17.199999999999974	36.25760102513169	127.48479794973662"
[16:48:40.997] "17.299999999999976	33.868813467635405	132.2623730647292"
[16:48:41.041] "17.399999999999977	31.545289407131648	136.9094211857367"
[16:48:41.094] "17.49999999999998	29.289321881345764	141.42135623730846"
[16:48:41.139] "17.59999999999998	27.1031372578593	145.7937254842814"
[16:48:41.159] "17.69999999999998	24.98889303695444	150.02221392609113"
[16:48:41.179] "17.799999999999983	22.948675722421406	154.10264855515717"
[16:48:41.237] "17.899999999999984	20.984498762431294	158.03100247513743"
[16:48:41.265] "17.999999999999986	19.098300562505532	161.80339887498894"
[16:48:41.289] "18.099999999999987	17.291942572544038	165.4161148549119"
[16:48:41.305] "18.19999999999999	15.567207449798715	168.86558510040257"
[16:48:41.343] "18.29999999999999	13.925797299605813	172.14840540078836"
[16:48:41.390] "18.39999999999999	12.369331995613775	175.26133600877245"
[16:48:41.423] "18.499999999999993	10.899347581163344	178.20130483767332"
[16:48:41.447] "18.599999999999994	9.517294753398142	180.9654104932037"
[16:48:41.490] "18.699999999999996	8.224537431601942	183.5509251367961"
[16:48:41.529] "18.799999999999997	7.0223514111748875	185.95529717765024"
[16:48:41.551] "18.9	5.911923104577488	188.17615379084504"
[16:48:41.564] "19	4.894348370484646	190.2113032590307"
[16:48:41.576] "19.1	3.9706314323056824	192.05873713538864"
[16:48:41.627] "19.200000000000003	3.1416838871368813	193.71663222572624"
[16:48:41.677] "19.300000000000004	2.4083238061252343	195.18335238774952"
[16:48:41.727] "19.400000000000006	1.7712749271310946	196.45745014573782"
[16:48:41.772] "19.500000000000007	1.2311659404861897	197.53766811902761"
[16:48:41.783] "19.60000000000001	0.7885298685521902	198.42294026289562"
[16:48:41.802] "19.70000000000001	0.44380353969196706	199.11239292061606"
[16:48:41.815] "19.80000000000001	0.1973271571728219	199.60534568565436"
[16:48:41.827] "19.900000000000013	0.049343963426828896	199.90131207314633"
[16:48:41.882] "20.000000000000014	0	200"
